property_id,check_in_date,room_category,successful_bookings,capacity,occ_rate
18562,2022-05-15,RT2,25,34.0,73.53
18559,2022-05-15,RT2,22,44.0,50.0
17563,2022-05-15,RT2,34,44.0,77.27
17562,2022-05-15,RT2,15,30.0,50.0
18558,2022-05-15,RT2,19,30.0,63.33
17564,2022-05-15,RT2,20,40.0,50.0
18561,2022-05-15,RT2,28,40.0,70.0
18560,2022-05-15,RT2,31,40.0,77.5
17560,2022-05-15,RT2,29,45.0,64.44
19561,2022-05-15,RT2,29,45.0,64.44
19563,2022-05-15,RT2,31,45.0,68.89
19563,2022-05-15,RT3,19,29.0,65.52
19562,2022-05-15,RT3,24,29.0,82.76
19561,2022-05-15,RT3,19,29.0,65.52
18562,2022-05-15,RT3,24,29.0,82.76
17558,2022-05-15,RT3,17,27.0,62.96
17562,2022-05-15,RT3,14,27.0,51.85
19559,2022-05-15,RT3,14,27.0,51.85
16559,2022-05-15,RT3,22,32.0,68.75
16558,2022-05-15,RT3,5,8.0,62.5
17560,2022-05-15,RT3,17,25.0,68.0
18561,2022-05-15,RT3,20,25.0,80.0
18560,2022-05-15,RT3,17,24.0,70.83
16563,2022-05-15,RT3,15,20.0,75.0
17561,2022-05-15,RT3,15,19.0,78.95
18558,2022-05-15,RT3,15,26.0,57.69
17559,2022-05-15,RT3,13,16.0,81.25
19560,2022-05-15,RT3,13,19.0,68.42
17564,2022-05-15,RT3,13,24.0,54.17
16561,2022-05-15,RT3,14,21.0,66.67
18563,2022-05-15,RT3,14,23.0,60.87
16562,2022-05-15,RT3,10,18.0,55.56
19558,2022-05-15,RT3,10,21.0,47.62
17563,2022-05-15,RT3,12,16.0,75.0
16560,2022-05-15,RT3,11,20.0,55.0
18559,2022-05-15,RT3,11,23.0,47.83
19559,2022-05-15,RT4,2,3.0,66.67
16558,2022-05-15,RT4,2,3.0,66.67
19563,2022-05-15,RT4,4,6.0,66.67
16560,2022-05-15,RT4,4,7.0,57.14
19561,2022-05-15,RT4,4,7.0,57.14
16561,2022-05-15,RT4,8,10.0,80.0
17560,2022-05-15,RT4,9,13.0,69.23
18561,2022-05-15,RT4,7,9.0,77.78
17564,2022-05-15,RT4,8,17.0,47.06
18560,2022-05-15,RT4,12,15.0,80.0
19560,2022-05-15,RT4,11,16.0,68.75
18559,2022-05-15,RT4,10,19.0,52.63
17563,2022-05-15,RT4,13,19.0,68.42
19562,2022-05-15,RT4,12,14.0,85.71
17559,2022-05-15,RT4,9,14.0,64.29
18558,2022-05-15,RT4,13,20.0,65.0
18562,2022-05-15,RT4,17,20.0,85.0
18563,2022-05-15,RT4,11,18.0,61.11
16563,2022-05-15,RT4,12,18.0,66.67
16559,2022-05-15,RT4,12,18.0,66.67
16562,2022-05-15,RT4,3,6.0,50.0
17558,2022-05-15,RT4,3,6.0,50.0
17562,2022-05-15,RT4,3,6.0,50.0
19558,2022-05-15,RT4,3,7.0,42.86
17561,2022-05-15,RT4,3,4.0,75.0
16559,2022-05-16,RT1,15,30.0,50.0
18560,2022-05-16,RT1,17,30.0,56.67
19562,2022-05-16,RT1,15,30.0,50.0
19563,2022-05-16,RT1,11,30.0,36.67
17558,2022-05-16,RT1,8,19.0,42.11
16558,2022-05-16,RT1,9,19.0,47.37
17560,2022-05-16,RT1,17,40.0,42.5
19558,2022-05-16,RT1,14,40.0,35.0
19560,2022-05-16,RT1,16,26.0,61.54
17561,2022-05-16,RT1,15,26.0,57.69
16560,2022-05-16,RT1,13,34.0,38.24
16561,2022-05-16,RT1,11,18.0,61.11
16562,2022-05-16,RT1,13,31.0,41.94
16563,2022-05-16,RT1,20,41.0,48.78
17559,2022-05-16,RT1,13,32.0,40.62
17562,2022-05-16,RT1,7,20.0,35.0
17563,2022-05-16,RT1,13,25.0,52.0
18558,2022-05-16,RT1,7,15.0,46.67
18559,2022-05-16,RT1,15,42.0,35.71
18561,2022-05-16,RT1,16,33.0,48.48
18562,2022-05-16,RT1,19,38.0,50.0
18563,2022-05-16,RT1,12,27.0,44.44
19559,2022-05-16,RT1,10,24.0,41.67
19561,2022-05-16,RT1,14,36.0,38.89
17564,2022-05-16,RT1,5,16.0,31.25
19562,2022-05-16,RT2,11,23.0,47.83
18563,2022-05-16,RT2,11,29.0,37.93
17561,2022-05-16,RT2,20,36.0,55.56
17558,2022-05-16,RT2,21,50.0,42.0
16562,2022-05-16,RT2,19,43.0,44.19
16561,2022-05-16,RT2,12,24.0,50.0
16558,2022-05-16,RT2,12,22.0,54.55
19560,2022-05-16,RT2,18,38.0,47.37
16563,2022-05-16,RT2,21,38.0,55.26
16559,2022-05-16,RT2,23,41.0,56.1
19559,2022-05-16,RT2,17,41.0,41.46
19558,2022-05-16,RT2,13,39.0,33.33
17559,2022-05-16,RT2,20,39.0,51.28
16560,2022-05-16,RT2,13,34.0,38.24
18562,2022-05-16,RT2,17,34.0,50.0
18559,2022-05-16,RT2,15,44.0,34.09
17563,2022-05-16,RT2,26,44.0,59.09
17562,2022-05-16,RT2,11,30.0,36.67
18558,2022-05-16,RT2,12,30.0,40.0
17564,2022-05-16,RT2,15,40.0,37.5
18561,2022-05-16,RT2,22,40.0,55.0
18560,2022-05-16,RT2,20,40.0,50.0
17560,2022-05-16,RT2,21,45.0,46.67
19561,2022-05-16,RT2,19,45.0,42.22
19563,2022-05-16,RT2,19,45.0,42.22
19563,2022-05-16,RT3,12,29.0,41.38
19562,2022-05-16,RT3,17,29.0,58.62
19561,2022-05-16,RT3,12,29.0,41.38
18562,2022-05-16,RT3,17,29.0,58.62
17558,2022-05-16,RT3,9,27.0,33.33
17562,2022-05-16,RT3,10,27.0,37.04
19559,2022-05-16,RT3,12,27.0,44.44
16558,2022-05-16,RT3,4,8.0,50.0
17564,2022-05-16,RT3,7,24.0,29.17
16560,2022-05-16,RT3,8,20.0,40.0
16562,2022-05-16,RT3,8,18.0,44.44
17559,2022-05-16,RT3,8,16.0,50.0
17563,2022-05-16,RT3,8,16.0,50.0
19558,2022-05-16,RT3,8,21.0,38.1
16559,2022-05-16,RT3,14,32.0,43.75
18561,2022-05-16,RT3,14,25.0,56.0
17561,2022-05-16,RT3,9,19.0,47.37
18563,2022-05-16,RT3,9,23.0,39.13
16561,2022-05-16,RT3,10,21.0,47.62
17560,2022-05-16,RT3,10,25.0,40.0
18559,2022-05-16,RT3,10,23.0,43.48
18560,2022-05-16,RT3,12,24.0,50.0
16563,2022-05-16,RT3,11,20.0,55.0
18558,2022-05-16,RT3,11,26.0,42.31
19560,2022-05-16,RT3,11,19.0,57.89
16560,2022-05-16,RT4,2,7.0,28.57
16562,2022-05-16,RT4,2,6.0,33.33
17561,2022-05-16,RT4,2,4.0,50.0
19559,2022-05-16,RT4,2,3.0,66.67
16558,2022-05-16,RT4,2,3.0,66.67
16561,2022-05-16,RT4,5,10.0,50.0
17560,2022-05-16,RT4,5,13.0,38.46
17564,2022-05-16,RT4,5,17.0,29.41
18560,2022-05-16,RT4,8,15.0,53.33
19560,2022-05-16,RT4,8,16.0,50.0
18559,2022-05-16,RT4,8,19.0,42.11
17563,2022-05-16,RT4,9,19.0,47.37
19562,2022-05-16,RT4,7,14.0,50.0
17559,2022-05-16,RT4,8,14.0,57.14
18558,2022-05-16,RT4,9,20.0,45.0
18562,2022-05-16,RT4,9,20.0,45.0
18563,2022-05-16,RT4,8,18.0,44.44
16563,2022-05-16,RT4,9,18.0,50.0
16559,2022-05-16,RT4,10,18.0,55.56
17558,2022-05-16,RT4,3,6.0,50.0
17562,2022-05-16,RT4,3,6.0,50.0
19563,2022-05-16,RT4,3,6.0,50.0
19558,2022-05-16,RT4,3,7.0,42.86
19561,2022-05-16,RT4,3,7.0,42.86
18561,2022-05-16,RT4,3,9.0,33.33
19563,2022-05-17,RT3,12,29.0,41.38
18560,2022-05-17,RT1,16,30.0,53.33
19562,2022-05-17,RT1,14,30.0,46.67
19563,2022-05-17,RT1,11,30.0,36.67
17558,2022-05-17,RT1,8,19.0,42.11
16558,2022-05-17,RT1,10,19.0,52.63
17560,2022-05-17,RT1,16,40.0,40.0
19558,2022-05-17,RT1,14,40.0,35.0
19560,2022-05-17,RT1,14,26.0,53.85
17561,2022-05-17,RT1,11,26.0,42.31
16560,2022-05-17,RT1,15,34.0,44.12
16561,2022-05-17,RT1,8,18.0,44.44
16562,2022-05-17,RT1,11,31.0,35.48
16563,2022-05-17,RT1,20,41.0,48.78
17559,2022-05-17,RT1,14,32.0,43.75
17562,2022-05-17,RT1,7,20.0,35.0
17563,2022-05-17,RT1,14,25.0,56.0
18558,2022-05-17,RT1,6,15.0,40.0
18559,2022-05-17,RT1,16,42.0,38.1
18561,2022-05-17,RT1,18,33.0,54.55
18562,2022-05-17,RT1,18,38.0,47.37
18563,2022-05-17,RT1,12,27.0,44.44
19559,2022-05-17,RT1,11,24.0,45.83
19561,2022-05-17,RT1,14,36.0,38.89
17564,2022-05-17,RT1,5,16.0,31.25
19562,2022-05-17,RT2,10,23.0,43.48
18563,2022-05-17,RT2,12,29.0,41.38
17561,2022-05-17,RT2,18,36.0,50.0
17558,2022-05-17,RT2,19,50.0,38.0
16562,2022-05-17,RT2,16,43.0,37.21
16561,2022-05-17,RT2,10,24.0,41.67
16558,2022-05-17,RT2,12,22.0,54.55
19560,2022-05-17,RT2,19,38.0,50.0
16563,2022-05-17,RT2,20,38.0,52.63
16559,2022-05-17,RT2,19,41.0,46.34
19559,2022-05-17,RT2,16,41.0,39.02
19558,2022-05-17,RT2,13,39.0,33.33
17559,2022-05-17,RT2,21,39.0,53.85
16560,2022-05-17,RT2,14,34.0,41.18
18562,2022-05-17,RT2,17,34.0,50.0
18559,2022-05-17,RT2,17,44.0,38.64
17563,2022-05-17,RT2,23,44.0,52.27
17562,2022-05-17,RT2,11,30.0,36.67
18558,2022-05-17,RT2,12,30.0,40.0
17564,2022-05-17,RT2,17,40.0,42.5
18561,2022-05-17,RT2,21,40.0,52.5
18560,2022-05-17,RT2,22,40.0,55.0
17560,2022-05-17,RT2,18,45.0,40.0
19561,2022-05-17,RT2,20,45.0,44.44
19563,2022-05-17,RT2,17,45.0,37.78
16559,2022-05-17,RT1,16,30.0,53.33
19562,2022-05-17,RT3,15,29.0,51.72
19561,2022-05-17,RT3,12,29.0,41.38
18562,2022-05-17,RT3,15,29.0,51.72
17558,2022-05-17,RT3,11,27.0,40.74
17562,2022-05-17,RT3,9,27.0,33.33
19559,2022-05-17,RT3,14,27.0,51.85
16559,2022-05-17,RT3,18,32.0,56.25
16558,2022-05-17,RT3,4,8.0,50.0
18559,2022-05-17,RT3,7,23.0,30.43
16560,2022-05-17,RT3,8,20.0,40.0
17559,2022-05-17,RT3,8,16.0,50.0
17560,2022-05-17,RT3,8,25.0,32.0
17564,2022-05-17,RT3,8,24.0,33.33
18561,2022-05-17,RT3,13,25.0,52.0
16562,2022-05-17,RT3,9,18.0,50.0
17563,2022-05-17,RT3,9,16.0,56.25
18563,2022-05-17,RT3,9,23.0,39.13
19558,2022-05-17,RT3,9,21.0,42.86
18558,2022-05-17,RT3,10,26.0,38.46
18560,2022-05-17,RT3,12,24.0,50.0
16561,2022-05-17,RT3,11,21.0,52.38
16563,2022-05-17,RT3,11,20.0,55.0
17561,2022-05-17,RT3,11,19.0,57.89
19560,2022-05-17,RT3,11,19.0,57.89
17558,2022-05-17,RT4,2,6.0,33.33
17561,2022-05-17,RT4,2,4.0,50.0
19563,2022-05-17,RT4,2,6.0,33.33
16558,2022-05-17,RT4,2,3.0,66.67
19561,2022-05-17,RT4,4,7.0,57.14
18561,2022-05-17,RT4,4,9.0,44.44
16561,2022-05-17,RT4,5,10.0,50.0
17560,2022-05-17,RT4,5,13.0,38.46
17564,2022-05-17,RT4,5,17.0,29.41
19559,2022-05-17,RT4,1,3.0,33.33
18560,2022-05-17,RT4,8,15.0,53.33
19560,2022-05-17,RT4,8,16.0,50.0
18559,2022-05-17,RT4,8,19.0,42.11
17563,2022-05-17,RT4,11,19.0,57.89
19562,2022-05-17,RT4,8,14.0,57.14
17559,2022-05-17,RT4,7,14.0,50.0
18558,2022-05-17,RT4,8,20.0,40.0
18562,2022-05-17,RT4,10,20.0,50.0
18563,2022-05-17,RT4,7,18.0,38.89
16563,2022-05-17,RT4,8,18.0,44.44
16559,2022-05-17,RT4,8,18.0,44.44
16562,2022-05-17,RT4,3,6.0,50.0
17562,2022-05-17,RT4,3,6.0,50.0
16560,2022-05-17,RT4,3,7.0,42.86
19558,2022-05-17,RT4,3,7.0,42.86
16559,2022-05-18,RT1,15,30.0,50.0
18560,2022-05-18,RT1,16,30.0,53.33
19562,2022-05-18,RT1,12,30.0,40.0
19563,2022-05-18,RT1,14,30.0,46.67
17558,2022-05-18,RT1,9,19.0,47.37
16558,2022-05-18,RT1,8,19.0,42.11
17560,2022-05-18,RT1,16,40.0,40.0
19558,2022-05-18,RT1,13,40.0,32.5
19560,2022-05-18,RT1,16,26.0,61.54
17561,2022-05-18,RT1,12,26.0,46.15
16560,2022-05-18,RT1,13,34.0,38.24
16561,2022-05-18,RT1,10,18.0,55.56
16562,2022-05-18,RT1,12,31.0,38.71
16563,2022-05-18,RT1,25,41.0,60.98
17559,2022-05-18,RT1,18,32.0,56.25
17562,2022-05-18,RT1,8,20.0,40.0
17563,2022-05-18,RT1,14,25.0,56.0
18558,2022-05-18,RT1,6,15.0,40.0
18559,2022-05-18,RT1,14,42.0,33.33
18561,2022-05-18,RT1,14,33.0,42.42
18562,2022-05-18,RT1,21,38.0,55.26
18563,2022-05-18,RT1,11,27.0,40.74
19559,2022-05-18,RT1,11,24.0,45.83
19561,2022-05-18,RT1,15,36.0,41.67
17564,2022-05-18,RT1,6,16.0,37.5
19562,2022-05-18,RT2,13,23.0,56.52
18563,2022-05-18,RT2,12,29.0,41.38
17561,2022-05-18,RT2,19,36.0,52.78
17558,2022-05-18,RT2,21,50.0,42.0
16562,2022-05-18,RT2,16,43.0,37.21
16561,2022-05-18,RT2,11,24.0,45.83
16558,2022-05-18,RT2,10,22.0,45.45
19560,2022-05-18,RT2,18,38.0,47.37
16563,2022-05-18,RT2,19,38.0,50.0
16559,2022-05-18,RT2,18,41.0,43.9
19559,2022-05-18,RT2,17,41.0,41.46
19558,2022-05-18,RT2,12,39.0,30.77
17559,2022-05-18,RT2,21,39.0,53.85
16560,2022-05-18,RT2,13,34.0,38.24
18562,2022-05-18,RT2,19,34.0,55.88
18559,2022-05-18,RT2,16,44.0,36.36
17563,2022-05-18,RT2,26,44.0,59.09
17562,2022-05-18,RT2,9,30.0,30.0
18558,2022-05-18,RT2,14,30.0,46.67
17564,2022-05-18,RT2,14,40.0,35.0
18561,2022-05-18,RT2,20,40.0,50.0
18560,2022-05-18,RT2,19,40.0,47.5
17560,2022-05-18,RT2,20,45.0,44.44
19561,2022-05-18,RT2,19,45.0,42.22
19563,2022-05-18,RT2,19,45.0,42.22
19563,2022-05-18,RT3,11,29.0,37.93
19562,2022-05-18,RT3,17,29.0,58.62
19561,2022-05-18,RT3,13,29.0,44.83
18562,2022-05-18,RT3,18,29.0,62.07
17558,2022-05-18,RT3,9,27.0,33.33
17562,2022-05-18,RT3,10,27.0,37.04
19559,2022-05-18,RT3,12,27.0,44.44
16558,2022-05-18,RT3,3,8.0,37.5
16562,2022-05-18,RT3,8,18.0,44.44
17559,2022-05-18,RT3,8,16.0,50.0
17561,2022-05-18,RT3,8,19.0,42.11
17563,2022-05-18,RT3,8,16.0,50.0
19558,2022-05-18,RT3,8,21.0,38.1
18560,2022-05-18,RT3,13,24.0,54.17
18561,2022-05-18,RT3,13,25.0,52.0
16559,2022-05-18,RT3,14,32.0,43.75
16560,2022-05-18,RT3,9,20.0,45.0
17560,2022-05-18,RT3,9,25.0,36.0
18559,2022-05-18,RT3,9,23.0,39.13
18563,2022-05-18,RT3,9,23.0,39.13
19560,2022-05-18,RT3,9,19.0,47.37
18558,2022-05-18,RT3,10,26.0,38.46
17564,2022-05-18,RT3,10,24.0,41.67
16561,2022-05-18,RT3,12,21.0,57.14
16563,2022-05-18,RT3,11,20.0,55.0
16562,2022-05-18,RT4,2,6.0,33.33
17561,2022-05-18,RT4,2,4.0,50.0
17562,2022-05-18,RT4,2,6.0,33.33
19561,2022-05-18,RT4,2,7.0,28.57
19563,2022-05-18,RT4,2,6.0,33.33
16558,2022-05-18,RT4,2,3.0,66.67
18559,2022-05-18,RT4,4,19.0,21.05
16561,2022-05-18,RT4,5,10.0,50.0
18561,2022-05-18,RT4,5,9.0,55.56
17560,2022-05-18,RT4,6,13.0,46.15
17564,2022-05-18,RT4,6,17.0,35.29
19559,2022-05-18,RT4,1,3.0,33.33
18560,2022-05-18,RT4,7,15.0,46.67
19560,2022-05-18,RT4,9,16.0,56.25
17563,2022-05-18,RT4,11,19.0,57.89
19562,2022-05-18,RT4,7,14.0,50.0
17559,2022-05-18,RT4,7,14.0,50.0
18558,2022-05-18,RT4,8,20.0,40.0
18562,2022-05-18,RT4,10,20.0,50.0
18563,2022-05-18,RT4,7,18.0,38.89
16563,2022-05-18,RT4,10,18.0,55.56
16559,2022-05-18,RT4,9,18.0,50.0
17558,2022-05-18,RT4,3,6.0,50.0
16560,2022-05-18,RT4,3,7.0,42.86
19558,2022-05-18,RT4,3,7.0,42.86
16559,2022-05-19,RT1,17,30.0,56.67
18560,2022-05-19,RT1,15,30.0,50.0
19562,2022-05-19,RT1,15,30.0,50.0
19563,2022-05-19,RT1,13,30.0,43.33
17558,2022-05-19,RT1,8,19.0,42.11
16558,2022-05-19,RT1,12,19.0,63.16
17560,2022-05-19,RT1,17,40.0,42.5
19558,2022-05-19,RT1,14,40.0,35.0
19560,2022-05-19,RT1,12,26.0,46.15
17561,2022-05-19,RT1,13,26.0,50.0
16560,2022-05-19,RT1,14,34.0,41.18
16561,2022-05-19,RT1,10,18.0,55.56
16562,2022-05-19,RT1,14,31.0,45.16
16563,2022-05-19,RT1,20,41.0,48.78
17559,2022-05-19,RT1,21,32.0,65.62
17562,2022-05-19,RT1,7,20.0,35.0
17563,2022-05-19,RT1,11,25.0,44.0
18558,2022-05-19,RT1,7,15.0,46.67
18559,2022-05-19,RT1,11,42.0,26.19
18561,2022-05-19,RT1,18,33.0,54.55
18562,2022-05-19,RT1,20,38.0,52.63
18563,2022-05-19,RT1,13,27.0,48.15
19559,2022-05-19,RT1,11,24.0,45.83
19561,2022-05-19,RT1,15,36.0,41.67
17564,2022-05-19,RT1,5,16.0,31.25
19562,2022-05-19,RT2,12,23.0,52.17
18563,2022-05-19,RT2,12,29.0,41.38
17561,2022-05-19,RT2,22,36.0,61.11
17558,2022-05-19,RT2,22,50.0,44.0
16562,2022-05-19,RT2,18,43.0,41.86
16561,2022-05-19,RT2,14,24.0,58.33
16558,2022-05-19,RT2,12,22.0,54.55
19560,2022-05-19,RT2,20,38.0,52.63
16563,2022-05-19,RT2,22,38.0,57.89
16559,2022-05-19,RT2,17,41.0,41.46
19559,2022-05-19,RT2,17,41.0,41.46
19558,2022-05-19,RT2,13,39.0,33.33
17559,2022-05-19,RT2,18,39.0,46.15
16560,2022-05-19,RT2,13,34.0,38.24
18562,2022-05-19,RT2,16,34.0,47.06
18559,2022-05-19,RT2,18,44.0,40.91
17563,2022-05-19,RT2,21,44.0,47.73
17562,2022-05-19,RT2,9,30.0,30.0
18558,2022-05-19,RT2,14,30.0,46.67
17564,2022-05-19,RT2,14,40.0,35.0
18561,2022-05-19,RT2,22,40.0,55.0
18560,2022-05-19,RT2,21,40.0,52.5
17560,2022-05-19,RT2,19,45.0,42.22
19561,2022-05-19,RT2,22,45.0,48.89
19563,2022-05-19,RT2,22,45.0,48.89
19563,2022-05-19,RT3,11,29.0,37.93
19562,2022-05-19,RT3,16,29.0,55.17
19561,2022-05-19,RT3,12,29.0,41.38
18562,2022-05-19,RT3,15,29.0,51.72
17558,2022-05-19,RT3,11,27.0,40.74
17562,2022-05-19,RT3,8,27.0,29.63
19559,2022-05-19,RT3,11,27.0,40.74
16558,2022-05-19,RT3,4,8.0,50.0
16560,2022-05-19,RT3,8,20.0,40.0
17559,2022-05-19,RT3,8,16.0,50.0
17563,2022-05-19,RT3,8,16.0,50.0
18559,2022-05-19,RT3,8,23.0,34.78
19558,2022-05-19,RT3,8,21.0,38.1
16559,2022-05-19,RT3,13,32.0,40.62
16562,2022-05-19,RT3,9,18.0,50.0
17561,2022-05-19,RT3,9,19.0,47.37
18558,2022-05-19,RT3,10,26.0,38.46
18563,2022-05-19,RT3,10,23.0,43.48
19560,2022-05-19,RT3,10,19.0,52.63
17564,2022-05-19,RT3,10,24.0,41.67
16561,2022-05-19,RT3,12,21.0,57.14
16563,2022-05-19,RT3,11,20.0,55.0
17560,2022-05-19,RT3,11,25.0,44.0
18560,2022-05-19,RT3,11,24.0,45.83
18561,2022-05-19,RT3,11,25.0,44.0
16558,2022-05-19,RT4,2,3.0,66.67
18561,2022-05-19,RT4,4,9.0,44.44
16561,2022-05-19,RT4,5,10.0,50.0
17560,2022-05-19,RT4,6,13.0,46.15
17564,2022-05-19,RT4,6,17.0,35.29
19559,2022-05-19,RT4,1,3.0,33.33
18560,2022-05-19,RT4,9,15.0,60.0
19560,2022-05-19,RT4,11,16.0,68.75
18559,2022-05-19,RT4,7,19.0,36.84
17563,2022-05-19,RT4,9,19.0,47.37
19562,2022-05-19,RT4,7,14.0,50.0
17559,2022-05-19,RT4,7,14.0,50.0
18558,2022-05-19,RT4,9,20.0,45.0
18562,2022-05-19,RT4,10,20.0,50.0
18563,2022-05-19,RT4,8,18.0,44.44
16563,2022-05-19,RT4,9,18.0,50.0
16559,2022-05-19,RT4,9,18.0,50.0
16562,2022-05-19,RT4,3,6.0,50.0
17558,2022-05-19,RT4,3,6.0,50.0
17562,2022-05-19,RT4,3,6.0,50.0
19563,2022-05-19,RT4,3,6.0,50.0
16560,2022-05-19,RT4,3,7.0,42.86
19558,2022-05-19,RT4,3,7.0,42.86
19561,2022-05-19,RT4,3,7.0,42.86
17561,2022-05-19,RT4,3,4.0,75.0
19563,2022-05-20,RT3,10,29.0,34.48
18560,2022-05-20,RT1,18,30.0,60.0
19562,2022-05-20,RT1,14,30.0,46.67
19563,2022-05-20,RT1,12,30.0,40.0
17558,2022-05-20,RT1,8,19.0,42.11
16558,2022-05-20,RT1,9,19.0,47.37
17560,2022-05-20,RT1,16,40.0,40.0
19558,2022-05-20,RT1,13,40.0,32.5
19560,2022-05-20,RT1,14,26.0,53.85
17561,2022-05-20,RT1,12,26.0,46.15
16560,2022-05-20,RT1,13,34.0,38.24
16561,2022-05-20,RT1,9,18.0,50.0
16562,2022-05-20,RT1,13,31.0,41.94
16563,2022-05-20,RT1,21,41.0,51.22
17559,2022-05-20,RT1,20,32.0,62.5
17562,2022-05-20,RT1,7,20.0,35.0
17563,2022-05-20,RT1,14,25.0,56.0
18558,2022-05-20,RT1,6,15.0,40.0
18559,2022-05-20,RT1,16,42.0,38.1
18561,2022-05-20,RT1,14,33.0,42.42
18562,2022-05-20,RT1,20,38.0,52.63
18563,2022-05-20,RT1,11,27.0,40.74
19559,2022-05-20,RT1,9,24.0,37.5
19561,2022-05-20,RT1,15,36.0,41.67
17564,2022-05-20,RT1,6,16.0,37.5
19562,2022-05-20,RT2,12,23.0,52.17
18563,2022-05-20,RT2,14,29.0,48.28
17561,2022-05-20,RT2,16,36.0,44.44
17558,2022-05-20,RT2,19,50.0,38.0
16562,2022-05-20,RT2,18,43.0,41.86
16561,2022-05-20,RT2,12,24.0,50.0
16558,2022-05-20,RT2,11,22.0,50.0
19560,2022-05-20,RT2,19,38.0,50.0
16563,2022-05-20,RT2,19,38.0,50.0
16559,2022-05-20,RT2,17,41.0,41.46
19559,2022-05-20,RT2,18,41.0,43.9
19558,2022-05-20,RT2,14,39.0,35.9
17559,2022-05-20,RT2,20,39.0,51.28
16560,2022-05-20,RT2,14,34.0,41.18
18562,2022-05-20,RT2,17,34.0,50.0
18559,2022-05-20,RT2,17,44.0,38.64
17563,2022-05-20,RT2,26,44.0,59.09
17562,2022-05-20,RT2,11,30.0,36.67
18558,2022-05-20,RT2,12,30.0,40.0
17564,2022-05-20,RT2,14,40.0,35.0
18561,2022-05-20,RT2,20,40.0,50.0
18560,2022-05-20,RT2,20,40.0,50.0
17560,2022-05-20,RT2,21,45.0,46.67
19561,2022-05-20,RT2,22,45.0,48.89
19563,2022-05-20,RT2,19,45.0,42.22
16559,2022-05-20,RT1,15,30.0,50.0
19562,2022-05-20,RT3,17,29.0,58.62
19561,2022-05-20,RT3,11,29.0,37.93
18562,2022-05-20,RT3,15,29.0,51.72
17558,2022-05-20,RT3,11,27.0,40.74
17562,2022-05-20,RT3,10,27.0,37.04
19559,2022-05-20,RT3,11,27.0,40.74
16559,2022-05-20,RT3,16,32.0,50.0
16558,2022-05-20,RT3,4,8.0,50.0
18561,2022-05-20,RT3,15,25.0,60.0
19558,2022-05-20,RT3,6,21.0,28.57
16562,2022-05-20,RT3,8,18.0,44.44
18563,2022-05-20,RT3,8,23.0,34.78
17564,2022-05-20,RT3,8,24.0,33.33
16560,2022-05-20,RT3,9,20.0,45.0
17559,2022-05-20,RT3,9,16.0,56.25
17561,2022-05-20,RT3,9,19.0,47.37
17563,2022-05-20,RT3,9,16.0,56.25
18559,2022-05-20,RT3,9,23.0,39.13
16561,2022-05-20,RT3,10,21.0,47.62
19560,2022-05-20,RT3,10,19.0,52.63
18558,2022-05-20,RT3,12,26.0,46.15
18560,2022-05-20,RT3,12,24.0,50.0
16563,2022-05-20,RT3,11,20.0,55.0
17560,2022-05-20,RT3,11,25.0,44.0
16562,2022-05-20,RT4,2,6.0,33.33
17558,2022-05-20,RT4,2,6.0,33.33
17562,2022-05-20,RT4,2,6.0,33.33
19558,2022-05-20,RT4,2,7.0,28.57
19559,2022-05-20,RT4,2,3.0,66.67
16558,2022-05-20,RT4,2,3.0,66.67
17560,2022-05-20,RT4,5,13.0,38.46
18561,2022-05-20,RT4,5,9.0,55.56
16561,2022-05-20,RT4,6,10.0,60.0
17564,2022-05-20,RT4,7,17.0,41.18
18560,2022-05-20,RT4,7,15.0,46.67
19560,2022-05-20,RT4,8,16.0,50.0
18559,2022-05-20,RT4,7,19.0,36.84
17563,2022-05-20,RT4,10,19.0,52.63
19562,2022-05-20,RT4,8,14.0,57.14
17559,2022-05-20,RT4,8,14.0,57.14
18558,2022-05-20,RT4,8,20.0,40.0
18562,2022-05-20,RT4,11,20.0,55.0
18563,2022-05-20,RT4,8,18.0,44.44
16563,2022-05-20,RT4,9,18.0,50.0
16559,2022-05-20,RT4,9,18.0,50.0
19563,2022-05-20,RT4,3,6.0,50.0
16560,2022-05-20,RT4,3,7.0,42.86
19561,2022-05-20,RT4,3,7.0,42.86
17561,2022-05-20,RT4,3,4.0,75.0
16559,2022-05-21,RT1,19,30.0,63.33
19562,2022-05-21,RT1,25,30.0,83.33
19563,2022-05-21,RT1,16,30.0,53.33
17558,2022-05-21,RT1,12,19.0,63.16
16558,2022-05-21,RT1,13,19.0,68.42
17560,2022-05-21,RT1,26,40.0,65.0
19558,2022-05-21,RT1,23,40.0,57.5
19560,2022-05-21,RT1,20,26.0,76.92
17561,2022-05-21,RT1,21,26.0,80.77
16560,2022-05-21,RT1,19,34.0,55.88
16561,2022-05-21,RT1,13,18.0,72.22
16562,2022-05-21,RT1,21,31.0,67.74
16563,2022-05-21,RT1,33,41.0,80.49
17559,2022-05-21,RT1,23,32.0,71.88
17562,2022-05-21,RT1,10,20.0,50.0
17563,2022-05-21,RT1,17,25.0,68.0
18558,2022-05-21,RT1,8,15.0,53.33
18559,2022-05-21,RT1,18,42.0,42.86
18561,2022-05-21,RT1,23,33.0,69.7
18562,2022-05-21,RT1,25,38.0,65.79
18563,2022-05-21,RT1,16,27.0,59.26
